ano,mes,data,regiao,uf,cidade,bairro,tipo_imovel,area_m2,quartos,vagas_garagem,preco_imovel,preco_m2,renda_media,taxa_juros,nivel_preco
2020,2,2020-02-01,Norte,TO,Palmas,Jardim América,Casa,37,0,0,446000.61,17637.76,2889.46,10.64,Alto
2020,2,2020-02-01,Nordeste,BA,Salvador,Vila Nova,Cobertura,151,3,1,987087.27,10447.52,4885.28,12.77,Baixo
2020,2,2020-02-01,Nordeste,BA,Feira de Santana,Centro,Cobertura,94,0,1,304473.23,17395.48,3397.96,11.84,Alto
2020,2,2020-02-01,Nordeste,PE,Recife,Vila Nova,Cobertura,46,2,1,343728.23,5122.35,3565.39,9.76,Luxo
2020,2,2020-02-01,Nordeste,PE,Jaboatão dos Guararapes,Jardim América,Sala Comercial,37,1,3,414103.16,9146.44,3251.01,12.44,Luxo
2020,2,2020-02-01,Nordeste,CE,Fortaleza,Boa Vista,Sala Comercial,163,4,2,603168.88,17320.57,3714.8,9.18,Baixo
2020,2,2020-02-01,Nordeste,CE,Juazeiro do Norte,Boa Vista,Apartamento,36,1,2,1659984.54,4973.63,3464.95,9.75,Luxo
2020,2,2020-02-01,Nordeste,MA,São Luís,Boa Vista,Studio,46,4,0,311709.27,9945.28,3631.7,11.65,Luxo
2020,2,2020-02-01,Nordeste,PB,João Pessoa,Centro,Studio,206,3,3,554300.04,12754.36,2343.89,9.45,Médio
2020,2,2020-02-01,Centro-Oeste,DF,Brasília,Boa Vista,Sala Comercial,37,4,0,292613.59,4483.44,4560.12,7.42,Médio
2020,2,2020-02-01,Centro-Oeste,GO,Goiânia,Boa Vista,Casa,140,0,0,622603.22,12416.56,4269.47,9.08,Luxo
2020,2,2020-02-01,Centro-Oeste,GO,Aparecida de Goiânia,Boa Vista,Apartamento,96,3,2,856475.73,13583.88,3513.63,11.97,Baixo
2020,2,2020-02-01,Centro-Oeste,MT,Cuiabá,Centro,Apartamento,66,0,1,81387.48,14060.39,4002.36,8.81,Baixo
2020,2,2020-02-01,Centro-Oeste,MS,Campo Grande,Vila Nova,Cobertura,166,1,1,348288.15,8142.38,2771.89,11.79,Luxo
2020,2,2020-02-01,Sudeste,SP,São Paulo,Centro,Casa,35,3,3,590993.93,12879.25,3727.82,13.06,Alto
2020,2,2020-02-01,Sudeste,SP,Campinas,Centro,Apartamento,87,2,3,1153333.08,9942.4,3547.06,10.88,Luxo
2020,2,2020-02-01,Sudeste,SP,Ribeirão Preto,Vila Nova,Studio,47,2,2,272418.25,7059.26,4621.44,8.56,Alto
2020,2,2020-02-01,Sudeste,RJ,Rio de Janeiro,Centro,Apartamento,39,3,1,701850.9,3872.39,2375.37,9.55,Baixo
2020,2,2020-02-01,Sudeste,RJ,Niterói,Centro,Sala Comercial,87,4,0,568193.09,15200.24,4454.25,8.38,Alto
2020,2,2020-02-01,Sudeste,RJ,Nova Iguaçu,Centro,Sala Comercial,43,0,1,702495.02,17901.63,3974.52,13.51,Luxo
2020,2,2020-02-01,Sudeste,RJ,Petrópolis,Boa Vista,Apartamento,62,2,2,385313.34,5338.0,4925.0,13.97,Baixo
2020,2,2020-02-01,Sudeste,MG,Belo Horizonte,Centro,Casa,127,2,3,331652.83,8600.36,3825.41,12.19,Baixo
2020,2,2020-02-01,Sudeste,MG,Uberlândia,Centro,Sala Comercial,57,4,1,394313.48,5978.58,3167.19,8.25,Luxo
2020,2,2020-02-01,Sudeste,MG,Juiz de Fora,Jardim América,Cobertura,31,4,1,591623.25,13916.93,3518.76,7.96,Luxo
2020,2,2020-02-01,Sudeste,ES,Vitória,Jardim América,Cobertura,60,0,1,193325.64,16231.79,4405.62,12.97,Baixo
2020,2,2020-02-01,Sudeste,ES,Vila Velha,Vila Nova,Apartamento,112,4,2,534500.94,16607.05,2942.72,10.51,Baixo
2020,2,2020-02-01,Sudeste,ES,Serra,Jardim América,Apartamento,139,4,3,609805.54,10581.95,2756.71,9.15,Baixo
2020,2,2020-02-01,Sul,PR,Curitiba,Centro,Apartamento,171,1,2,400892.78,12504.42,2570.24,13.53,Médio
2020,2,2020-02-01,Sul,PR,Londrina,Centro,Studio,152,2,1,350861.35,3578.91,2361.66,12.79,Alto
2020,2,2020-02-01,Sul,SC,Florianópolis,Boa Vista,Casa,153,2,3,188221.07,9447.99,4270.63,13.89,Baixo
2020,2,2020-02-01,Sul,SC,Joinville,Vila Nova,Casa,42,1,3,220731.83,15551.9,3005.87,8.94,Médio
2020,2,2020-02-01,Sul,RS,Porto Alegre,Boa Vista,Sala Comercial,190,0,0,546852.49,10359.51,3394.78,8.75,Luxo
2020,2,2020-02-01,Sul,RS,Caxias do Sul,Centro,Casa,30,0,1,497404.86,8249.85,3176.65,11.08,Baixo
2020,3,2020-03-01,Norte,AM,Manaus,Centro,Apartamento,179,4,1,188542.92,6668.49,3110.49,11.17,Luxo
2020,3,2020-03-01,Norte,PA,Belém,Vila Nova,Cobertura,44,0,3,1195193.65,15884.62,4238.02,9.38,Luxo
2020,3,2020-03-01,Norte,PA,Santarém,Boa Vista,Cobertura,79,4,2,716587.26,14513.05,3097.7,7.98,Médio
2020,3,2020-03-01,Norte,RO,Porto Velho,Centro,Sala Comercial,51,1,0,750009.36,6307.77,4385.28,10.66,Luxo
2020,3,2020-03-01,Norte,TO,Palmas,Vila Nova,Apartamento,111,4,3,516607.9,12855.85,3781.89,7.5,Médio
2020,3,2020-03-01,Nordeste,BA,Salvador,Jardim América,Casa,153,1,3,382770.2,9222.16,3065.38,13.42,Médio
2020,3,2020-03-01,Nordeste,BA,Feira de Santana,Jardim América,Cobertura,59,0,3,495252.24,7890.15,2869.42,13.9,Luxo
2020,3,2020-03-01,Nordeste,PE,Recife,Boa Vista,Studio,204,4,1,751567.9,12436.01,4090.48,11.95,Luxo
2020,3,2020-03-01,Nordeste,PE,Jaboatão dos Guararapes,Centro,Apartamento,144,1,1,226899.62,10437.85,2871.37,10.32,Baixo
2020,3,2020-03-01,Nordeste,CE,Fortaleza,Centro,Cobertura,37,4,0,619374.78,4874.15,4142.14,13.01,Alto
2020,3,2020-03-01,Nordeste,CE,Juazeiro do Norte,Jardim América,Sala Comercial,137,2,3,271181.89,15619.2,2313.37,13.5,Baixo
2020,3,2020-03-01,Nordeste,MA,São Luís,Boa Vista,Cobertura,179,4,1,755060.06,8636.2,2816.48,8.24,Baixo
2020,3,2020-03-01,Nordeste,PB,João Pessoa,Jardim América,Cobertura,54,1,3,1516381.49,17778.26,3657.22,12.88,Baixo
2020,3,2020-03-01,Centro-Oeste,DF,Brasília,Centro,Casa,63,1,3,126897.69,11223.85,3011.78,9.06,Luxo
2020,3,2020-03-01,Centro-Oeste,GO,Goiânia,Vila Nova,Cobertura,129,1,2,1168929.97,4103.62,2535.39,9.52,Baixo
2020,3,2020-03-01,Centro-Oeste,GO,Aparecida de Goiânia,Boa Vista,Cobertura,88,0,2,391014.84,12639.15,3497.01,13.29,Baixo
2020,3,2020-03-01,Centro-Oeste,MT,Cuiabá,Vila Nova,Cobertura,130,3,2,283668.83,16977.24,2626.33,9.04,Alto
2020,3,2020-03-01,Centro-Oeste,MS,Campo Grande,Jardim América,Sala Comercial,140,3,0,1742888.36,7049.8,2978.33,8.06,Médio
2020,3,2020-03-01,Sudeste,SP,São Paulo,Boa Vista,Apartamento,81,0,0,3120058.64,9663.13,2745.67,11.84,Baixo
2020,3,2020-03-01,Sudeste,SP,Campinas,Vila Nova,Apartamento,200,2,0,1583100.89,8525.91,3978.27,10.42,Luxo
2020,3,2020-03-01,Sudeste,SP,Ribeirão Preto,Centro,Casa,178,0,3,489697.19,13715.83,3866.24,10.91,Alto
2020,3,2020-03-01,Sudeste,RJ,Rio de Janeiro,Vila Nova,Apartamento,204,0,2,442460.89,14787.71,3856.6,9.08,Alto
2020,3,2020-03-01,Sudeste,RJ,Niterói,Boa Vista,Studio,184,3,1,349468.99,5798.95,3090.32,8.25,Baixo
2020,3,2020-03-01,Sudeste,RJ,Nova Iguaçu,Jardim América,Studio,176,2,1,662514.83,8021.13,4728.43,8.65,Médio
2020,3,2020-03-01,Sudeste,RJ,Petrópolis,Jardim América,Studio,149,2,2,442054.4,8922.4,2155.96,11.85,Baixo
2020,3,2020-03-01,Sudeste,MG,Belo Horizonte,Centro,Casa,145,2,3,1061483.59,5916.71,3747.51,13.17,Médio
2020,3,2020-03-01,Sudeste,MG,Uberlândia,Jardim América,Studio,102,4,1,1071322.75,6770.17,2579.86,8.68,Luxo
2020,3,2020-03-01,Sudeste,MG,Juiz de Fora,Centro,Casa,90,2,2,426304.36,14670.24,2774.97,8.38,Médio
2020,3,2020-03-01,Sudeste,ES,Vitória,Boa Vista,Casa,31,3,2,464423.62,7517.84,3933.75,9.97,Baixo
2020,3,2020-03-01,Sudeste,ES,Vila Velha,Jardim América,Apartamento,90,0,0,600429.49,11923.17,4426.7,11.27,Luxo
2020,3,2020-03-01,Sudeste,ES,Serra,Vila Nova,Studio,80,1,1,1502214.84,11117.99,3355.47,10.16,Baixo
2020,3,2020-03-01,Sul,PR,Curitiba,Vila Nova,Casa,162,3,2,426933.27,10382.53,3433.28,7.87,Baixo
2020,3,2020-03-01,Sul,PR,Londrina,Boa Vista,Sala Comercial,90,4,1,795405.6,11634.17,3492.52,11.39,Médio
2020,3,2020-03-01,Sul,SC,Florianópolis,Jardim América,Casa,93,2,2,1571184.95,11661.91,2768.14,8.28,Médio
2020,3,2020-03-01,Sul,SC,Joinville,Centro,Sala Comercial,112,1,1,353397.27,11696.82,3747.26,7.54,Alto
2020,3,2020-03-01,Sul,RS,Porto Alegre,Vila Nova,Casa,213,4,3,282763.57,17998.7,4368.19,8.26,Luxo
2020,3,2020-03-01,Sul,RS,Caxias do Sul,Vila Nova,Casa,39,4,0,889786.74,7300.79,5259.3,8.74,Alto
2020,4,2020-04-01,Norte,AM,Manaus,Centro,Casa,31,4,1,186210.21,5115.02,3004.64,9.16,Médio
2020,4,2020-04-01,Norte,PA,Belém,Vila Nova,Casa,34,0,0,907145.27,4718.43,2175.34,11.63,Luxo
2020,4,2020-04-01,Norte,PA,Santarém,Boa Vista,Casa,179,4,1,619147.96,15734.03,3012.1,12.95,Baixo
2020,4,2020-04-01,Norte,RO,Porto Velho,Vila Nova,Studio,160,3,1,1391635.56,15962.19,3040.05,10.12,Baixo
2020,4,2020-04-01,Norte,TO,Palmas,Jardim América,Cobertura,183,3,2,1211337.27,7627.47,4450.79,9.45,Médio
2020,4,2020-04-01,Nordeste,BA,Salvador,Vila Nova,Studio,194,0,3,1098515.55,15269.79,2847.69,7.24,Alto
2020,4,2020-04-01,Nordeste,BA,Feira de Santana,Jardim América,Apartamento,59,2,1,429531.39,3631.66,2484.52,12.73,Alto
2020,4,2020-04-01,Nordeste,PE,Recife,Boa Vista,Casa,158,2,3,855198.62,6305.98,2835.63,13.83,Luxo
2020,4,2020-04-01,Nordeste,PE,Jaboatão dos Guararapes,Jardim América,Cobertura,151,1,1,703389.77,12803.97,3082.4,9.43,Luxo
2020,4,2020-04-01,Nordeste,CE,Fortaleza,Centro,Studio,80,4,2,488803.49,3972.43,2740.74,9.93,Alto
2020,4,2020-04-01,Nordeste,CE,Juazeiro do Norte,Vila Nova,Casa,195,3,3,348566.95,15347.68,3932.81,12.09,Médio
2020,4,2020-04-01,Nordeste,MA,São Luís,Jardim América,Studio,68,0,2,497492.7,14347.46,2777.4,7.73,Luxo
2020,4,2020-04-01,Nordeste,PB,João Pessoa,Centro,Cobertura,34,3,0,156472.47,14604.55,3405.53,10.44,Médio
2020,4,2020-04-01,Centro-Oeste,DF,Brasília,Boa Vista,Sala Comercial,165,2,2,576435.73,14328.89,3439.29,9.86,Alto
2020,4,2020-04-01,Centro-Oeste,GO,Goiânia,Jardim América,Studio,198,4,0,693434.84,9462.88,3846.83,13.19,Médio
2020,4,2020-04-01,Centro-Oeste,GO,Aparecida de Goiânia,Centro,Casa,96,1,0,1052883.04,4579.56,4243.87,13.41,Baixo
2020,4,2020-04-01,Centro-Oeste,MT,Cuiabá,Centro,Cobertura,180,1,3,633463.15,6217.8,3027.93,10.43,Alto
2020,4,2020-04-01,Centro-Oeste,MS,Campo Grande,Boa Vista,Casa,204,3,0,185916.24,16073.85,3445.92,13.24,Médio
2020,4,2020-04-01,Sudeste,SP,São Paulo,Vila Nova,Cobertura,50,1,0,1396405.97,11221.22,4428.62,13.75,Baixo
2020,4,2020-04-01,Sudeste,SP,Campinas,Jardim América,Apartamento,110,0,2,870750.83,6291.32,4312.92,9.52,Médio
2020,4,2020-04-01,Sudeste,SP,Ribeirão Preto,Boa Vista,Sala Comercial,113,3,2,368457.26,13153.7,4145.19,13.56,Alto
2020,4,2020-04-01,Sudeste,RJ,Rio de Janeiro,Centro,Casa,32,2,1,546643.01,10803.62,3059.63,11.25,Alto
2020,4,2020-04-01,Sudeste,RJ,Niterói,Jardim América,Cobertura,172,3,1,272804.99,11759.83,4700.59,10.44,Médio
2020,4,2020-04-01,Sudeste,RJ,Nova Iguaçu,Jardim América,Studio,128,4,1,358310.36,11574.85,3677.78,12.65,Médio
2020,4,2020-04-01,Sudeste,RJ,Petrópolis,Vila Nova,Casa,142,2,0,636171.01,14134.57,2890.04,12.3,Médio
2020,4,2020-04-01,Sudeste,MG,Belo Horizonte,Jardim América,Studio,74,2,1,479001.38,7082.49,2802.99,8.56,Luxo
2020,4,2020-04-01,Sudeste,MG,Uberlândia,Vila Nova,Cobertura,128,2,1,340235.96,16147.06,4021.63,12.3,Médio
2020,4,2020-04-01,Sudeste,MG,Juiz de Fora,Centro,Cobertura,217,4,1,783352.57,13247.99,3389.27,11.22,Médio
2020,4,2020-04-01,Sudeste,ES,Vitória,Jardim América,Casa,157,2,0,359730.54,12736.38,3810.94,7.34,Médio
2020,4,2020-04-01,Sudeste,ES,Vila Velha,Centro,Casa,173,3,1,231283.68,15120.5,4370.21,9.98,Baixo
2020,4,2020-04-01,Sudeste,ES,Serra,Vila Nova,Apartamento,209,1,3,1796552.5,6341.79,3888.63,12.84,Alto
2020,4,2020-04-01,Sul,PR,Curitiba,Boa Vista,Studio,63,0,3,840246.19,11733.42,4130.41,10.34,Médio
2020,4,2020-04-01,Sul,PR,Londrina,Vila Nova,Cobertura,178,2,3,302306.73,14611.1,3217.08,13.04,Médio
2020,4,2020-04-01,Sul,SC,Florianópolis,Jardim América,Casa,105,4,1,1335823.21,6842.0,3733.83,7.11,Luxo
2020,4,2020-04-01,Sul,SC,Joinville,Centro,Studio,89,0,2,707322.04,4627.09,3145.67,9.45,Baixo
2020,4,2020-04-01,Sul,RS,Porto Alegre,Jardim América,Sala Comercial,184,2,0,145919.19,17632.2,3217.27,7.24,Alto
2020,4,2020-04-01,Sul,RS,Caxias do Sul,Boa Vista,Apartamento,171,1,1,397074.04,7913.57,3166.66,13.64,Alto
2020,5,2020-05-01,Norte,AM,Manaus,Jardim América,Sala Comercial,100,1,3,868055.8,8449.49,3530.09,8.01,Baixo
2020,5,2020-05-01,Norte,PA,Belém,Boa Vista,Casa,131,2,3,795451.1,17484.53,3565.65,7.66,Baixo
2020,5,2020-05-01,Norte,PA,Santarém,Vila Nova,Sala Comercial,190,2,0,595498.11,7071.25,3879.93,12.9,Baixo
2020,5,2020-05-01,Norte,RO,Porto Velho,Centro,Studio,173,0,0,384765.1,11872.93,4609.14,13.71,Luxo
2020,5,2020-05-01,Norte,TO,Palmas,Boa Vista,Casa,67,3,0,294847.25,10346.49,3347.12,11.6,Alto
2020,5,2020-05-01,Nordeste,BA,Salvador,Jardim América,Cobertura,129,0,3,441776.05,11064.82,3656.25,13.19,Luxo
2020,5,2020-05-01,Nordeste,BA,Feira de Santana,Jardim América,Studio,217,2,2,808532.14,16478.16,3916.16,11.58,Médio
2020,5,2020-05-01,Nordeste,PE,Recife,Vila Nova,Cobertura,198,3,2,272539.35,6683.71,3439.55,7.43,Luxo
2020,5,2020-05-01,Nordeste,PE,Jaboatão dos Guararapes,Centro,Cobertura,48,2,0,404399.84,9107.61,4525.68,11.76,Baixo
2020,5,2020-05-01,Nordeste,CE,Fortaleza,Jardim América,Apartamento,94,3,0,1061362.29,5233.79,3401.26,13.99,Luxo
2020,5,2020-05-01,Nordeste,CE,Juazeiro do Norte,Boa Vista,Apartamento,97,0,3,976918.73,13531.81,4035.6,9.88,Baixo
2020,5,2020-05-01,Nordeste,MA,São Luís,Centro,Apartamento,144,2,3,841007.04,4487.15,4023.01,10.75,Médio
2020,5,2020-05-01,Nordeste,PB,João Pessoa,Boa Vista,Casa,112,1,1,327143.03,10190.61,3719.77,7.18,Luxo
2020,5,2020-05-01,Centro-Oeste,DF,Brasília,Centro,Cobertura,100,1,0,57761.15,13730.65,3899.96,7.29,Alto
2020,5,2020-05-01,Centro-Oeste,GO,Goiânia,Jardim América,Studio,106,4,0,464498.42,10124.0,2715.47,12.2,Baixo
2020,5,2020-05-01,Centro-Oeste,GO,Aparecida de Goiânia,Jardim América,Cobertura,138,0,3,213794.79,13990.98,3617.5,7.83,Médio
2020,5,2020-05-01,Centro-Oeste,MT,Cuiabá,Boa Vista,Apartamento,70,0,1,860062.37,14360.89,2272.0,10.7,Alto
2020,5,2020-05-01,Centro-Oeste,MS,Campo Grande,Vila Nova,Casa,105,3,0,732568.38,11504.62,4455.35,10.01,Alto
2020,5,2020-05-01,Sudeste,SP,São Paulo,Boa Vista,Studio,129,2,0,337125.09,17200.08,4682.69,13.13,Alto
2020,5,2020-05-01,Sudeste,SP,Campinas,Boa Vista,Casa,77,3,1,906282.45,7962.21,3439.34,12.01,Alto
2020,5,2020-05-01,Sudeste,SP,Ribeirão Preto,Jardim América,Apartamento,186,3,3,976210.17,7505.89,3612.52,11.05,Alto
2020,5,2020-05-01,Sudeste,RJ,Rio de Janeiro,Vila Nova,Studio,159,4,0,328786.77,15915.11,3633.94,13.22,Luxo
2020,5,2020-05-01,Sudeste,RJ,Niterói,Vila Nova,Sala Comercial,39,4,0,1472211.99,13549.8,4294.21,9.01,Alto
2020,5,2020-05-01,Sudeste,RJ,Nova Iguaçu,Jardim América,Cobertura,119,4,0,249518.63,6163.33,4110.12,12.63,Médio
2020,5,2020-05-01,Sudeste,RJ,Petrópolis,Vila Nova,Cobertura,175,2,3,596121.28,5473.49,3240.47,8.15,Luxo
2020,5,2020-05-01,Sudeste,MG,Belo Horizonte,Jardim América,Studio,89,0,2,434503.0,17243.97,3582.36,7.63,Baixo
2020,5,2020-05-01,Sudeste,MG,Uberlândia,Centro,Casa,80,1,1,621397.54,11073.38,3989.36,8.12,Luxo
2020,5,2020-05-01,Sudeste,MG,Juiz de Fora,Vila Nova,Apartamento,200,3,3,898505.98,8660.66,3166.69,13.54,Alto
2020,5,2020-05-01,Sudeste,ES,Vitória,Vila Nova,Sala Comercial,114,0,1,545075.35,5623.22,3743.01,9.82,Médio
2020,5,2020-05-01,Sudeste,ES,Vila Velha,Boa Vista,Studio,90,4,1,999487.34,8728.11,3147.04,10.1,Baixo
2020,5,2020-05-01,Sudeste,ES,Serra,Jardim América,Sala Comercial,182,3,2,1148165.81,11860.88,3032.1,11.1,Baixo
2020,5,2020-05-01,Sul,PR,Curitiba,Jardim América,Studio,58,2,1,871935.39,16367.26,2957.6,11.22,Médio
2020,5,2020-05-01,Sul,PR,Londrina,Boa Vista,Sala Comercial,109,3,1,3125872.02,8536.25,4515.42,12.73,Médio
2020,5,2020-05-01,Sul,SC,Florianópolis,Vila Nova,Studio,123,2,3,295548.56,4999.98,4049.84,10.33,Baixo
2020,5,2020-05-01,Sul,SC,Joinville,Centro,Casa,38,2,0,504842.66,12524.57,3647.13,10.63,Alto
2020,5,2020-05-01,Sul,RS,Porto Alegre,Jardim América,Apartamento,106,4,0,528211.09,10409.18,4459.58,10.98,Médio
2020,5,2020-05-01,Sul,RS,Caxias do Sul,Boa Vista,Studio,149,0,2,850649.57,4678.39,3458.13,9.17,Médio
2020,6,2020-06-01,Norte,AM,Manaus,Jardim América,Sala Comercial,112,4,3,441106.4,17097.91,3089.94,13.66,Médio
2020,6,2020-06-01,Norte,PA,Belém,Centro,Casa,125,0,2,222707.89,15784.33,3793.93,11.59,Baixo
2020,6,2020-06-01,Norte,PA,Santarém,Vila Nova,Apartamento,177,0,3,1347004.52,16584.42,3310.69,13.11,Alto
2020,6,2020-06-01,Norte,RO,Porto Velho,Centro,Casa,200,2,1,1799287.04,16065.52,3076.38,7.68,Alto
2020,6,2020-06-01,Norte,TO,Palmas,Jardim América,Sala Comercial,108,4,3,207139.03,5780.14,2845.96,7.92,Luxo
2020,6,2020-06-01,Nordeste,BA,Salvador,Vila Nova,Casa,154,1,1,216685.52,9093.79,3910.77,12.77,Alto
2020,6,2020-06-01,Nordeste,BA,Feira de Santana,Boa Vista,Apartamento,174,1,3,983962.51,11962.82,3553.62,13.88,Alto
2020,6,2020-06-01,Nordeste,PE,Recife,Vila Nova,Sala Comercial,202,1,2,898699.2,11911.46,3318.15,13.19,Luxo
2020,6,2020-06-01,Nordeste,PE,Jaboatão dos Guararapes,Boa Vista,Studio,107,4,0,841061.1,10687.02,3788.32,13.77,Alto
2020,6,2020-06-01,Nordeste,CE,Fortaleza,Centro,Studio,51,0,3,806627.21,10963.96,3059.2,9.79,Luxo
2020,6,2020-06-01,Nordeste,CE,Juazeiro do Norte,Vila Nova,Sala Comercial,45,0,1,775083.0,7786.12,3816.23,9.68,Alto
2020,6,2020-06-01,Nordeste,MA,São Luís,Jardim América,Cobertura,120,2,1,836682.59,11662.09,3376.84,8.34,Médio
2020,6,2020-06-01,Nordeste,PB,João Pessoa,Vila Nova,Cobertura,143,1,1,900543.44,7911.56,1759.55,12.27,Luxo
2020,6,2020-06-01,Centro-Oeste,DF,Brasília,Vila Nova,Cobertura,216,3,2,273469.27,7070.45,3119.17,11.82,Luxo
2020,6,2020-06-01,Centro-Oeste,GO,Goiânia,Jardim América,Apartamento,187,0,3,463692.94,10238.45,2788.99,11.81,Médio
2020,6,2020-06-01,Centro-Oeste,GO,Aparecida de Goiânia,Centro,Apartamento,90,2,0,270697.51,13625.54,5083.26,10.58,Médio
2020,6,2020-06-01,Centro-Oeste,MT,Cuiabá,Vila Nova,Sala Comercial,183,4,1,216587.68,16540.44,3621.21,9.55,Baixo
2020,6,2020-06-01,Centro-Oeste,MS,Campo Grande,Vila Nova,Casa,185,0,1,324783.01,12885.22,2794.94,12.39,Luxo
2020,6,2020-06-01,Sudeste,SP,São Paulo,Boa Vista,Studio,135,3,3,361734.38,15704.71,2713.58,9.76,Médio
2020,6,2020-06-01,Sudeste,SP,Campinas,Vila Nova,Cobertura,108,4,2,354518.81,9130.84,2662.78,9.86,Baixo
2020,6,2020-06-01,Sudeste,SP,Ribeirão Preto,Boa Vista,Apartamento,93,2,1,451796.78,5303.17,3976.68,11.15,Alto
2020,6,2020-06-01,Sudeste,RJ,Rio de Janeiro,Boa Vista,Casa,196,2,0,402046.26,6258.63,3285.52,11.63,Alto
2020,6,2020-06-01,Sudeste,RJ,Niterói,Boa Vista,Cobertura,80,1,0,483949.67,13450.72,4605.1,7.36,Luxo
2020,6,2020-06-01,Sudeste,RJ,Nova Iguaçu,Jardim América,Cobertura,111,1,0,549648.36,6117.61,3564.48,12.63,Alto
2020,6,2020-06-01,Sudeste,RJ,Petrópolis,Centro,Casa,37,3,0,538209.97,16427.14,3864.46,12.53,Alto
2020,6,2020-06-01,Sudeste,MG,Belo Horizonte,Boa Vista,Studio,174,1,0,1026213.36,9280.09,2735.6,12.92,Luxo
2020,6,2020-06-01,Sudeste,MG,Uberlândia,Centro,Cobertura,48,1,1,547849.82,10561.93,2812.47,9.02,Médio
2020,6,2020-06-01,Sudeste,MG,Juiz de Fora,Centro,Apartamento,108,2,1,161380.55,17901.24,3725.8,9.13,Médio
2020,6,2020-06-01,Sudeste,ES,Vitória,Boa Vista,Casa,181,0,1,514506.44,16577.88,3613.7,11.16,Alto
2020,6,2020-06-01,Sudeste,ES,Vila Velha,Jardim América,Casa,97,0,2,463185.51,7030.63,4120.83,13.04,Alto
2020,6,2020-06-01,Sudeste,ES,Serra,Jardim América,Cobertura,94,0,2,1397437.26,3535.99,2741.0,13.09,Baixo
2020,6,2020-06-01,Sul,PR,Curitiba,Jardim América,Cobertura,103,0,0,652385.28,10346.94,2207.87,13.11,Alto
2020,6,2020-06-01,Sul,PR,Londrina,Boa Vista,Apartamento,181,3,2,125841.46,6470.88,3894.73,8.5,Baixo
2020,6,2020-06-01,Sul,SC,Florianópolis,Jardim América,Casa,35,2,2,603154.74,4589.46,2238.38,8.6,Baixo
2020,6,2020-06-01,Sul,SC,Joinville,Jardim América,Casa,179,0,0,814432.99,14330.11,4045.31,10.59,Baixo
2020,6,2020-06-01,Sul,RS,Porto Alegre,Boa Vista,Sala Comercial,212,3,0,440588.67,6928.7,3222.34,8.39,Alto
2020,6,2020-06-01,Sul,RS,Caxias do Sul,Jardim América,Apartamento,161,3,2,293633.66,9192.37,3203.13,7.02,Baixo
2020,7,2020-07-01,Norte,AM,Manaus,Centro,Casa,204,4,2,1361315.06,4319.5,3332.92,12.63,Luxo
2020,7,2020-07-01,Norte,PA,Belém,Centro,Sala Comercial,57,1,2,878286.82,11020.96,4099.51,10.9,Baixo
2020,7,2020-07-01,Norte,PA,Santarém,Boa Vista,Casa,55,1,2,315892.67,14339.75,3974.76,9.33,Médio
2020,7,2020-07-01,Norte,RO,Porto Velho,Boa Vista,Apartamento,67,2,3,145628.44,13904.28,3510.81,13.77,Médio
2020,7,2020-07-01,Norte,TO,Palmas,Boa Vista,Casa,146,1,0,185352.67,11414.47,4148.65,11.35,Alto
2020,7,2020-07-01,Nordeste,BA,Salvador,Vila Nova,Cobertura,138,3,3,591225.26,4704.47,2703.68,11.22,Baixo
2020,7,2020-07-01,Nordeste,BA,Feira de Santana,Boa Vista,Studio,61,3,0,219415.29,13007.3,3369.82,12.86,Alto
2020,7,2020-07-01,Nordeste,PE,Recife,Vila Nova,Apartamento,132,4,2,355988.05,11914.97,3440.86,10.58,Médio
2020,7,2020-07-01,Nordeste,PE,Jaboatão dos Guararapes,Boa Vista,Sala Comercial,188,1,2,517816.02,9607.65,3669.37,11.83,Baixo
2020,7,2020-07-01,Nordeste,CE,Fortaleza,Vila Nova,Cobertura,135,3,2,486067.44,5832.13,3183.02,12.93,Luxo
2020,7,2020-07-01,Nordeste,CE,Juazeiro do Norte,Jardim América,Studio,213,0,0,1634009.76,6581.65,3775.59,10.57,Baixo
2020,7,2020-07-01,Nordeste,MA,São Luís,Jardim América,Apartamento,179,3,0,893936.03,7540.41,2728.06,8.49,Baixo
2020,7,2020-07-01,Nordeste,PB,João Pessoa,Vila Nova,Cobertura,136,3,2,1484526.3,17215.15,2409.11,13.13,Baixo
2020,7,2020-07-01,Centro-Oeste,DF,Brasília,Vila Nova,Studio,114,1,1,260388.45,13803.02,3264.22,9.23,Luxo
2020,7,2020-07-01,Centro-Oeste,GO,Goiânia,Boa Vista,Apartamento,201,2,3,1276845.78,10082.98,3485.28,12.86,Baixo
2020,7,2020-07-01,Centro-Oeste,GO,Aparecida de Goiânia,Centro,Studio,34,1,0,1790413.46,14638.0,2800.42,13.54,Luxo
2020,7,2020-07-01,Centro-Oeste,MT,Cuiabá,Vila Nova,Apartamento,119,2,2,1131255.54,9538.39,3604.47,8.81,Baixo
2020,7,2020-07-01,Centro-Oeste,MS,Campo Grande,Boa Vista,Apartamento,50,1,0,507139.63,14895.81,3390.42,11.87,Luxo
2020,7,2020-07-01,Sudeste,SP,São Paulo,Vila Nova,Apartamento,106,2,3,998350.15,4378.07,2610.22,13.79,Baixo
2020,7,2020-07-01,Sudeste,SP,Campinas,Boa Vista,Cobertura,42,3,1,2025598.79,5240.72,3544.32,13.27,Baixo
